previous_crop,soil_nitrogen,soil_ph,rainfall,temperature,recommended_next_crop
Cotton,31,6.1,568,32,Tomato
Potato,32,6.1,769,31,Wheat
Sugarcane,47,6.1,1396,27,Potato
Tomato,38,6.4,522,15,Rice
Barley,21,6.9,1027,20,Wheat
Potato,20,6.1,1474,21,Wheat
Cotton,43,6.2,400,19,Tomato
Wheat,44,6.3,814,19,Rice
Tomato,39,5.5,336,21,Rice
Rice,31,5.7,588,24,Maize
Cotton,44,6.3,393,16,Tomato
Maize,40,7.3,411,29,Soybean
Rice,38,6.4,567,21,Maize
Barley,41,5.6,310,34,Wheat
Potato,25,7.0,1430,27,Wheat
Tomato,28,5.7,771,28,Rice
Tomato,37,7.3,941,27,Rice
Sugarcane,46,7.3,736,31,Potato
Maize,19,6.4,637,34,Soybean
Sugarcane,12,5.8,411,28,Potato
Soybean,12,6.6,822,23,Barley
Tomato,19,7.4,939,29,Rice
Potato,34,6.1,746,15,Wheat
Cotton,39,6.1,686,23,Tomato
Sugarcane,13,6.0,759,21,Potato
Barley,46,6.2,1394,34,Wheat
Cotton,48,6.9,1319,17,Tomato
Maize,41,6.7,677,29,Soybean
Millet,13,5.9,835,32,Cotton
Rice,46,7.0,1015,21,Maize
Sugarcane,39,6.6,1003,32,Potato
Soybean,47,7.3,503,34,Barley
Maize,15,6.8,427,33,Soybean
Barley,25,7.4,1016,22,Wheat
Barley,33,5.9,1483,34,Wheat
Wheat,14,5.7,939,22,Rice
Tomato,33,7.5,1468,31,Rice
Tomato,38,6.2,603,34,Rice
Tomato,19,5.8,1171,25,Rice
Rice,34,7.2,1226,19,Maize
Maize,48,6.4,1031,15,Soybean
Rice,42,5.7,780,30,Maize
Maize,36,5.6,426,24,Soybean
Cotton,20,5.7,728,24,Tomato
Barley,14,5.5,1214,20,Wheat
Cotton,14,6.4,318,32,Tomato
Millet,10,6.2,545,15,Cotton
Millet,15,6.3,327,34,Cotton
Sugarcane,47,5.7,916,29,Potato
Rice,35,7.4,1005,27,Maize
Sugarcane,22,6.1,381,22,Potato
Rice,28,6.7,881,19,Maize
Potato,48,6.5,995,31,Wheat
Millet,16,6.4,1010,31,Cotton
Cotton,48,5.5,1348,23,Tomato
Soybean,24,7.1,303,32,Barley
Sugarcane,35,7.3,503,24,Potato
Cotton,36,6.8,647,15,Tomato
Sugarcane,22,7.5,1414,26,Potato
Tomato,34,6.6,1394,25,Rice
Cotton,23,6.6,587,25,Tomato
Wheat,47,5.6,496,15,Rice
Sugarcane,44,7.0,1046,33,Potato
Millet,48,5.9,311,19,Cotton
Potato,16,6.0,1023,24,Wheat
Sugarcane,11,6.1,1080,20,Potato
Soybean,25,5.9,1379,34,Barley
Soybean,15,6.1,450,24,Barley
Sugarcane,22,6.0,962,24,Potato
Potato,16,6.6,1262,18,Wheat
Sugarcane,25,5.8,870,25,Potato
Soybean,42,5.8,911,31,Barley
Cotton,10,7.5,1247,15,Tomato
Tomato,35,7.2,311,22,Rice
Cotton,37,7.0,1037,30,Tomato
Rice,15,6.5,641,35,Maize
Tomato,18,7.1,341,22,Rice
Tomato,42,7.0,1175,31,Rice
Sugarcane,45,5.7,830,25,Potato
Rice,30,6.7,855,24,Maize
Rice,36,6.8,979,24,Maize
Tomato,24,6.0,497,22,Rice
Soybean,48,6.5,953,16,Barley
Soybean,26,6.5,782,15,Barley
Sugarcane,20,5.8,470,33,Potato
Millet,18,5.9,732,29,Cotton
Potato,36,7.4,1324,28,Wheat
Wheat,34,5.6,1488,29,Rice
Wheat,22,6.0,1009,22,Rice
Barley,28,5.8,1358,32,Wheat
Wheat,12,7.3,1326,32,Rice
Millet,43,7.1,1314,18,Cotton
Maize,15,6.6,1070,28,Soybean
Cotton,28,6.6,1197,28,Tomato
Maize,11,6.3,1387,20,Soybean
Wheat,41,6.6,1235,22,Rice
Wheat,15,6.0,1239,32,Rice
Maize,23,7.4,879,24,Soybean
Wheat,12,7.1,1453,33,Rice
Millet,29,6.3,1041,24,Cotton
Soybean,45,5.7,554,23,Barley
Cotton,50,6.2,317,17,Tomato
Rice,38,6.5,1423,22,Maize
Soybean,21,6.0,939,26,Barley
Soybean,34,5.8,547,25,Barley
Cotton,36,5.8,499,17,Tomato
Rice,32,6.5,829,28,Maize
Tomato,17,6.6,1289,22,Rice
Wheat,26,5.9,821,24,Rice
Rice,22,7.4,638,22,Maize
Maize,26,7.0,1266,19,Soybean
Maize,30,6.9,567,32,Soybean
Tomato,41,7.4,684,18,Rice
Sugarcane,45,7.4,521,27,Potato
Wheat,29,7.5,1305,35,Rice
Tomato,37,7.4,641,19,Rice
Millet,43,5.6,475,24,Cotton
Cotton,35,7.4,321,32,Tomato
Barley,27,5.9,1207,16,Wheat
Wheat,34,5.6,704,15,Rice
Potato,37,5.5,418,26,Wheat
Maize,13,7.3,1188,23,Soybean
Wheat,48,6.6,1401,32,Rice
Barley,30,5.8,818,15,Wheat
Cotton,15,6.0,591,20,Tomato
Sugarcane,21,6.8,1375,28,Potato
Soybean,47,6.5,1309,15,Barley
Maize,10,7.3,1486,26,Soybean
Tomato,25,6.3,374,15,Rice
Maize,18,7.3,437,23,Soybean
Soybean,14,7.2,1253,20,Barley
Sugarcane,17,6.3,500,22,Potato
Maize,11,5.9,384,21,Soybean
Maize,36,6.0,959,26,Soybean
Potato,42,5.9,1055,21,Wheat
Barley,21,6.3,468,30,Wheat
Tomato,37,7.5,981,18,Rice
Maize,48,5.9,1069,35,Soybean
Millet,19,5.9,496,19,Cotton
Wheat,11,6.2,1216,15,Rice
Soybean,46,7.1,848,17,Barley
Maize,12,5.5,1152,17,Soybean
Potato,39,6.0,868,15,Wheat
Tomato,46,6.6,551,15,Rice
Sugarcane,33,5.6,1455,25,Potato
Millet,12,7.1,989,20,Cotton
Potato,20,7.4,1362,19,Wheat
Barley,46,6.4,757,22,Wheat
Sugarcane,50,6.5,494,27,Potato
Cotton,31,6.8,1473,31,Tomato
Cotton,29,7.5,1000,23,Tomato
Potato,39,6.8,824,35,Wheat
Wheat,36,6.8,621,22,Rice
Soybean,27,7.4,688,22,Barley
Potato,30,6.4,574,21,Wheat
Millet,46,6.7,878,25,Cotton
Barley,31,6.1,1249,16,Wheat
Millet,36,7.0,651,19,Cotton
Potato,14,6.9,1107,26,Wheat
Tomato,41,5.9,461,18,Rice
Cotton,43,5.7,774,19,Tomato
Tomato,23,6.5,311,32,Rice
Barley,50,7.0,1413,34,Wheat
Barley,47,7.2,869,19,Wheat
Sugarcane,24,6.0,738,21,Potato
Cotton,37,6.8,700,19,Tomato
Barley,14,6.7,780,21,Wheat
Soybean,39,5.6,1181,19,Barley
Millet,44,7.2,685,25,Cotton
Soybean,42,6.9,704,31,Barley
Barley,11,7.1,869,24,Wheat
Millet,38,6.9,861,27,Cotton
Rice,41,7.3,1166,29,Maize
Maize,36,7.3,733,21,Soybean
Soybean,17,5.8,1252,25,Barley
Cotton,14,6.2,1494,20,Tomato
Rice,10,6.1,309,31,Maize
Sugarcane,40,6.0,1090,30,Potato
Barley,18,6.6,1124,32,Wheat
Soybean,12,7.3,1391,19,Barley
Tomato,45,7.0,1005,21,Rice
Potato,33,6.7,1420,30,Wheat
Soybean,27,5.9,685,21,Barley
Tomato,45,6.8,1413,22,Rice
Soybean,19,5.9,309,35,Barley
Wheat,45,6.3,1026,29,Rice
Sugarcane,29,6.1,1292,35,Potato
Potato,21,7.4,811,21,Wheat
Sugarcane,50,6.0,1189,35,Potato
Tomato,31,5.5,752,29,Rice
Cotton,33,7.0,1469,32,Tomato
Cotton,46,6.7,1066,28,Tomato
Barley,16,6.7,401,24,Wheat
Wheat,11,5.7,997,26,Rice
Tomato,20,5.7,665,25,Rice
Soybean,39,6.8,895,20,Barley
Wheat,23,5.9,307,17,Rice
Barley,36,6.1,589,35,Wheat
Millet,21,5.8,783,17,Cotton
Cotton,44,5.9,734,31,Tomato
Rice,30,6.2,336,30,Maize
Barley,50,5.6,359,32,Wheat
Millet,37,5.7,395,22,Cotton
Soybean,25,6.5,873,30,Barley
Barley,36,7.3,1003,32,Wheat
Soybean,45,6.3,775,19,Barley
Maize,34,5.5,1190,16,Soybean
Millet,19,5.8,330,23,Cotton
Potato,43,6.5,1435,19,Wheat
Tomato,36,6.7,1170,17,Rice
Sugarcane,39,6.5,540,23,Potato
Tomato,44,7.2,1164,22,Rice
Millet,10,7.4,411,18,Cotton
Millet,33,7.2,781,33,Cotton
Millet,48,6.4,378,34,Cotton
Maize,36,6.3,578,24,Soybean
Maize,12,7.3,1177,15,Soybean
Wheat,37,6.8,1020,27,Rice
Potato,29,5.7,803,27,Wheat
Millet,31,6.5,655,25,Cotton
Potato,31,6.8,537,34,Wheat
Sugarcane,27,5.8,1134,35,Potato
Wheat,30,6.8,486,19,Rice
Potato,16,7.2,1342,18,Wheat
Maize,41,5.8,1194,33,Soybean
Soybean,14,5.6,760,18,Barley
Maize,35,6.9,1304,35,Soybean
Barley,33,5.6,1046,23,Wheat
Cotton,24,6.2,1474,16,Tomato
Sugarcane,41,6.5,1463,18,Potato
Barley,39,6.5,505,27,Wheat
Soybean,49,5.8,616,28,Barley
Barley,28,6.6,322,20,Wheat
Cotton,25,5.8,1254,35,Tomato
Millet,50,6.2,1013,17,Cotton
Soybean,48,5.5,559,18,Barley
Millet,48,7.3,626,33,Cotton
Tomato,14,6.4,679,17,Rice
Tomato,17,7.1,929,32,Rice
Sugarcane,14,7.0,688,27,Potato
Millet,45,6.7,1448,25,Cotton
Barley,45,7.4,1110,23,Wheat
Millet,32,5.7,527,28,Cotton
Millet,13,5.7,607,33,Cotton
Maize,12,7.3,914,17,Soybean
Cotton,26,6.3,986,16,Tomato
Millet,50,6.6,745,32,Cotton
Soybean,41,6.1,438,18,Barley
Millet,19,6.2,908,18,Cotton
Cotton,14,5.8,1320,25,Tomato
Barley,10,6.8,755,33,Wheat
Cotton,27,6.2,700,32,Tomato
Potato,20,5.5,1051,22,Wheat
Wheat,32,7.0,1168,29,Rice
Maize,43,5.7,715,28,Soybean
Tomato,44,6.6,1411,30,Rice
Wheat,27,7.3,975,27,Rice
Tomato,24,6.8,1099,15,Rice
Barley,21,5.9,1404,31,Wheat
Potato,48,7.4,636,16,Wheat
Cotton,13,7.0,853,30,Tomato
Wheat,24,7.4,678,19,Rice
Sugarcane,14,6.2,831,17,Potato
Maize,22,7.0,807,15,Soybean
Millet,29,7.4,851,32,Cotton
Sugarcane,45,6.9,684,28,Potato
Wheat,35,6.5,303,30,Rice
Wheat,37,6.8,386,19,Rice
Soybean,50,7.3,392,19,Barley
Millet,30,5.8,669,25,Cotton
Soybean,43,6.1,534,25,Barley
Sugarcane,26,5.8,824,27,Potato
Sugarcane,29,7.2,1038,31,Potato
Maize,33,6.2,488,15,Soybean
Rice,39,6.6,1363,28,Maize
Sugarcane,10,7.4,398,33,Potato
Cotton,27,6.0,1089,35,Tomato
Rice,25,7.4,1367,33,Maize
Wheat,36,5.8,342,19,Rice
Potato,32,5.7,878,27,Wheat
Sugarcane,36,5.6,432,31,Potato
Soybean,20,6.6,1336,27,Barley
Tomato,49,5.8,360,30,Rice
Barley,15,6.8,1079,29,Wheat
Tomato,13,7.3,774,23,Rice
Barley,23,7.2,597,19,Wheat
Sugarcane,29,7.1,1463,33,Potato
Tomato,32,6.0,1236,18,Rice
Soybean,45,6.8,1307,26,Barley
Millet,25,6.1,538,16,Cotton
Wheat,44,7.2,383,26,Rice
Potato,26,6.6,323,26,Wheat
Potato,20,5.6,534,22,Wheat
Potato,26,5.9,934,23,Wheat
Cotton,29,7.1,1493,32,Tomato
Sugarcane,15,6.2,483,33,Potato
Potato,22,6.0,1159,18,Wheat
Soybean,32,6.3,403,15,Barley
Rice,34,7.5,700,22,Maize
Sugarcane,36,5.7,762,33,Potato
Barley,16,7.2,715,33,Wheat
Wheat,35,6.4,742,32,Rice
Wheat,18,6.3,1479,15,Rice
Cotton,40,7.4,1210,35,Tomato
Maize,10,6.0,518,26,Soybean
Rice,34,6.2,433,22,Maize
Wheat,20,6.3,814,21,Rice
Cotton,40,5.8,310,24,Tomato
Rice,21,7.0,1066,29,Maize
Tomato,14,6.5,993,18,Rice
Cotton,14,5.7,496,30,Tomato
Cotton,49,6.9,783,34,Tomato
Soybean,28,5.7,933,30,Barley
Cotton,37,7.0,829,33,Tomato
Sugarcane,16,7.2,1427,17,Potato
Barley,24,5.6,332,16,Wheat
Barley,14,7.1,1133,25,Wheat
Soybean,24,6.4,992,23,Barley
Cotton,13,5.7,810,24,Tomato
Wheat,13,6.1,450,20,Rice
Sugarcane,47,7.0,816,26,Potato
Potato,24,6.6,897,22,Wheat
Cotton,30,5.5,1105,25,Tomato
Wheat,42,7.4,1166,33,Rice
Soybean,25,6.8,456,32,Barley
Cotton,31,7.1,664,31,Tomato
Millet,18,6.5,921,21,Cotton
Maize,47,6.5,335,16,Soybean
Millet,34,6.7,459,25,Cotton
Maize,36,7.0,583,30,Soybean
Tomato,20,7.1,628,16,Rice
Potato,22,6.2,1159,26,Wheat
Millet,12,6.8,1304,29,Cotton
Cotton,13,6.2,449,20,Tomato
Maize,29,6.9,834,34,Soybean
Wheat,30,7.3,767,25,Rice
Rice,50,6.6,417,34,Maize
Barley,14,6.2,707,22,Wheat
Barley,12,7.5,542,22,Wheat
Maize,21,6.5,856,34,Soybean
Sugarcane,16,7.3,763,28,Potato
Rice,43,5.8,1117,24,Maize
Tomato,32,6.6,1213,16,Rice
Cotton,29,6.7,1346,25,Tomato
Millet,16,6.3,1157,34,Cotton
Cotton,20,5.8,373,30,Tomato
Cotton,33,6.5,887,27,Tomato
Sugarcane,17,7.1,736,28,Potato
Soybean,38,6.9,721,28,Barley
Maize,22,5.6,808,29,Soybean
Potato,31,6.2,1431,28,Wheat
Rice,12,7.0,1451,24,Maize
Potato,39,6.5,914,25,Wheat
Wheat,19,6.6,1436,22,Rice
Barley,31,6.4,328,20,Wheat
Millet,30,5.5,1053,28,Cotton
Sugarcane,50,7.0,1097,23,Potato
Wheat,33,6.2,935,32,Rice
Potato,22,6.8,1476,26,Wheat
Cotton,22,6.3,469,22,Tomato
Cotton,32,6.1,1077,26,Tomato
Maize,39,6.3,1367,18,Soybean
Sugarcane,23,7.2,657,16,Potato
Soybean,32,6.5,538,26,Barley
Wheat,44,6.1,1276,17,Rice
Rice,12,6.6,508,31,Maize
Rice,20,7.4,351,29,Maize
Maize,40,5.7,1015,29,Soybean
Soybean,34,6.9,557,29,Barley
Cotton,41,5.5,935,24,Tomato
Tomato,20,6.6,1186,16,Rice
Tomato,38,5.8,1281,16,Rice
Cotton,24,5.8,333,22,Tomato
Soybean,48,6.3,398,31,Barley
Sugarcane,34,6.7,1351,22,Potato
Soybean,13,6.5,997,15,Barley
Cotton,37,6.1,1033,19,Tomato
Rice,22,7.3,1089,26,Maize
Sugarcane,30,5.7,1440,32,Potato
Maize,24,5.8,806,25,Soybean
Potato,46,5.6,567,30,Wheat
Sugarcane,17,6.9,726,28,Potato
Millet,46,5.7,446,28,Cotton
Rice,23,6.0,579,19,Maize
Sugarcane,41,7.3,351,32,Potato
Tomato,37,5.7,666,17,Rice
Rice,49,6.9,373,35,Maize
Tomato,38,6.2,1102,35,Rice
Wheat,17,6.6,1306,16,Rice
Maize,30,7.3,1163,16,Soybean
Rice,36,7.5,838,32,Maize
Maize,46,6.8,1346,23,Soybean
Tomato,42,6.5,1302,15,Rice
Potato,10,6.8,620,17,Wheat
Soybean,40,6.3,351,30,Barley
Potato,44,5.9,1450,28,Wheat
Cotton,45,6.4,1068,27,Tomato
Wheat,44,5.9,1323,31,Rice
Cotton,43,6.2,401,30,Tomato
Sugarcane,32,5.7,780,20,Potato
Wheat,24,7.2,858,33,Rice
Maize,41,7.3,682,31,Soybean
Millet,36,7.1,1228,21,Cotton
Barley,49,5.5,540,28,Wheat
Potato,27,6.7,421,15,Wheat
Barley,47,5.7,1046,19,Wheat
Maize,46,6.7,875,20,Soybean
Tomato,33,6.1,1037,27,Rice
Cotton,16,7.4,901,30,Tomato
Millet,48,6.6,588,27,Cotton
Millet,17,5.7,1335,25,Cotton
Cotton,46,7.5,1414,27,Tomato
Maize,32,5.5,864,21,Soybean
Soybean,28,6.9,918,24,Barley
Millet,46,6.8,333,16,Cotton
Barley,11,5.5,964,20,Wheat
Barley,14,6.0,342,33,Wheat
Tomato,22,5.7,829,15,Rice
Barley,29,5.6,751,21,Wheat
Potato,21,7.0,873,20,Wheat
Tomato,10,5.5,371,18,Rice
Maize,34,5.6,651,18,Soybean
Maize,25,6.1,1497,15,Soybean
Tomato,32,7.4,668,29,Rice
Millet,44,5.7,911,32,Cotton
Soybean,48,6.9,337,23,Barley
Rice,48,5.9,900,19,Maize
Sugarcane,24,6.8,663,32,Potato
Millet,25,6.1,423,30,Cotton
Potato,15,6.8,426,26,Wheat
Maize,37,6.8,522,26,Soybean
Barley,32,5.9,319,32,Wheat
Potato,25,6.6,345,32,Wheat
Wheat,21,6.1,513,17,Rice
Maize,17,5.9,1365,19,Soybean
Potato,25,5.7,909,30,Wheat
Wheat,43,6.0,512,29,Rice
Sugarcane,30,5.9,342,21,Potato
Potato,46,6.3,342,27,Wheat
Maize,17,5.8,1097,22,Soybean
Potato,18,6.0,523,16,Wheat
Wheat,27,5.7,996,31,Rice
Tomato,30,7.0,824,33,Rice
Barley,48,6.3,1247,25,Wheat
Cotton,43,7.0,1339,24,Tomato
Wheat,49,5.7,1494,29,Rice
Soybean,11,6.1,973,19,Barley
Wheat,48,5.9,372,16,Rice
Maize,40,7.0,778,16,Soybean
Tomato,19,6.2,737,30,Rice
Rice,50,6.2,623,15,Maize
Tomato,14,7.4,1021,22,Rice
Maize,23,6.7,458,23,Soybean
Soybean,47,5.8,861,33,Barley
Tomato,44,6.0,755,19,Rice
Tomato,37,6.7,1202,19,Rice
Maize,43,7.4,1016,28,Soybean
Maize,39,7.1,774,26,Soybean
Tomato,41,6.2,1251,28,Rice
Millet,46,5.6,989,27,Cotton
Maize,25,7.1,1282,18,Soybean
Rice,45,5.8,522,25,Maize
Wheat,32,7.2,1041,31,Rice
Wheat,17,6.6,1483,31,Rice
Tomato,48,6.7,945,30,Rice
Millet,25,5.7,650,17,Cotton
Maize,21,6.4,701,30,Soybean
Maize,28,7.0,795,35,Soybean
Cotton,28,6.2,728,26,Tomato
Potato,17,6.7,358,17,Wheat
Barley,48,6.1,454,19,Wheat
Rice,23,6.6,851,29,Maize
Soybean,24,5.8,384,24,Barley
Soybean,32,5.6,355,19,Barley
Soybean,35,5.8,773,29,Barley
Maize,25,6.0,643,18,Soybean
Millet,19,5.5,333,28,Cotton
Wheat,21,5.9,962,29,Rice
Soybean,15,6.5,1300,27,Barley
Potato,36,6.7,342,29,Wheat
Tomato,21,6.0,568,17,Rice
Cotton,42,7.1,906,21,Tomato
Sugarcane,23,6.3,300,18,Potato
Sugarcane,41,7.2,1262,21,Potato
Sugarcane,41,5.5,416,21,Potato
Rice,49,5.7,964,32,Maize
Barley,21,5.7,1327,21,Wheat
Millet,40,6.4,626,30,Cotton
Potato,35,5.6,1336,16,Wheat
Soybean,26,6.9,337,27,Barley
Maize,37,6.4,1038,15,Soybean
Millet,18,6.3,528,28,Cotton
Rice,46,6.5,1053,28,Maize
Wheat,45,5.9,559,28,Rice
Maize,40,7.1,1179,33,Soybean
Millet,44,7.3,511,34,Cotton
Rice,13,7.4,1279,30,Maize
Potato,29,6.8,448,17,Wheat
Millet,33,7.2,586,20,Cotton
Soybean,29,7.0,1355,21,Barley
Maize,41,5.7,680,21,Soybean
Millet,44,6.6,1083,19,Cotton
Tomato,15,6.3,550,19,Rice
Millet,37,6.9,1035,18,Cotton
Maize,22,5.6,661,29,Soybean
Sugarcane,37,6.3,767,18,Potato
Barley,40,7.0,338,31,Wheat
Soybean,37,6.7,1357,32,Barley
Tomato,12,6.7,773,23,Rice
Maize,26,6.8,681,16,Soybean
Sugarcane,13,7.4,549,22,Potato
Cotton,33,6.0,912,21,Tomato
Rice,17,7.3,1485,18,Maize
Cotton,22,7.1,684,32,Tomato
Wheat,23,6.6,527,33,Rice
Maize,38,6.1,632,27,Soybean
Cotton,44,6.1,673,16,Tomato
Barley,14,6.3,956,35,Wheat
Rice,39,7.2,579,33,Maize
Sugarcane,21,6.8,1055,20,Potato
Wheat,39,5.5,927,15,Rice
Rice,15,6.6,1417,19,Maize
Rice,40,7.1,306,22,Maize
Tomato,12,6.3,1212,23,Rice
Cotton,48,7.1,1210,22,Tomato
Barley,40,7.2,1368,15,Wheat
Soybean,39,7.1,906,23,Barley
Potato,41,6.3,1489,16,Wheat
Tomato,18,6.7,844,34,Rice
Potato,22,6.3,453,27,Wheat
Wheat,24,5.9,1245,21,Rice
Tomato,25,6.4,1304,22,Rice
Potato,44,5.5,735,19,Wheat
Cotton,34,6.7,1056,20,Tomato
Maize,41,7.4,953,25,Soybean
Soybean,28,6.1,1498,28,Barley
Millet,36,5.8,1368,18,Cotton
Soybean,14,7.2,1407,31,Barley
Tomato,24,5.5,1358,30,Rice
Barley,12,5.6,950,33,Wheat
Maize,17,6.9,793,32,Soybean
Soybean,50,7.5,1421,33,Barley
Millet,29,5.5,1117,29,Cotton
Potato,49,6.9,1352,18,Wheat
Wheat,37,7.4,1321,28,Rice
Sugarcane,24,6.4,1065,31,Potato
Potato,42,7.2,1036,33,Wheat
Cotton,44,7.5,1241,32,Tomato
Barley,25,6.8,354,26,Wheat
Wheat,31,7.5,633,17,Rice
Potato,29,6.2,1176,19,Wheat
Soybean,39,7.2,980,34,Barley
Sugarcane,20,6.2,1401,26,Potato
Barley,28,6.1,390,18,Wheat
Tomato,27,7.0,842,19,Rice
Wheat,12,7.2,321,20,Rice
Barley,29,7.3,1130,35,Wheat
Tomato,49,6.2,1123,27,Rice
Cotton,35,6.0,769,20,Tomato
Potato,50,6.3,574,19,Wheat
Cotton,44,7.3,643,23,Tomato
Cotton,40,6.5,1139,34,Tomato
Sugarcane,12,6.9,573,21,Potato
Millet,12,5.7,957,20,Cotton
Soybean,19,5.8,896,27,Barley
Tomato,14,6.2,1242,16,Rice
Millet,11,6.7,861,22,Cotton
Rice,45,7.1,810,29,Maize
Rice,47,6.6,1120,26,Maize
Rice,22,7.4,571,23,Maize
Millet,25,6.1,402,30,Cotton
Rice,42,6.0,890,25,Maize
Wheat,40,5.7,961,27,Rice
Wheat,47,7.3,632,28,Rice
Sugarcane,44,7.2,518,24,Potato
Barley,21,7.4,1086,24,Wheat
Soybean,20,6.4,1377,35,Barley
Tomato,44,5.8,1065,23,Rice
Rice,29,6.7,718,34,Maize
Potato,37,7.3,1475,26,Wheat
Tomato,12,6.2,1196,31,Rice
Sugarcane,20,7.0,754,29,Potato
Cotton,42,5.6,655,24,Tomato
Barley,35,7.1,444,27,Wheat
Cotton,12,6.4,1465,31,Tomato
Wheat,10,5.7,511,26,Rice
Rice,20,5.6,1120,20,Maize
Maize,19,6.9,417,23,Soybean
Sugarcane,25,6.4,1009,19,Potato
Tomato,30,6.2,354,29,Rice
Barley,40,6.6,783,21,Wheat
Rice,23,5.8,988,23,Maize
Cotton,41,7.4,948,27,Tomato
Maize,32,7.2,1148,20,Soybean
Potato,29,6.2,1283,25,Wheat
Cotton,50,7.5,1285,20,Tomato
Wheat,27,7.0,560,22,Rice
Tomato,47,6.0,551,21,Rice
Rice,14,7.4,990,26,Maize
Barley,30,5.6,346,21,Wheat
Rice,41,5.7,549,33,Maize
Potato,27,6.1,1245,27,Wheat
Barley,42,6.0,971,28,Wheat
Barley,45,7.2,1073,21,Wheat
Barley,47,6.6,1462,25,Wheat
Maize,27,5.7,842,27,Soybean
Cotton,27,5.6,354,35,Tomato
Potato,34,6.6,609,15,Wheat
Soybean,26,6.4,1203,34,Barley
Rice,41,6.6,409,18,Maize
Rice,42,6.9,508,34,Maize
Millet,50,5.7,759,24,Cotton
Rice,18,6.9,616,33,Maize
Rice,12,7.0,416,27,Maize
Wheat,11,6.0,792,30,Rice
Millet,15,5.6,567,16,Cotton
Millet,50,7.4,949,33,Cotton
Barley,44,6.6,1102,21,Wheat
Soybean,10,5.9,1412,18,Barley
Barley,10,5.9,326,20,Wheat
Millet,18,7.1,554,31,Cotton
Maize,31,6.2,479,32,Soybean
Millet,47,6.4,864,20,Cotton
Wheat,22,7.4,1162,27,Rice
Millet,23,7.2,1102,21,Cotton
Sugarcane,19,6.3,1266,22,Potato
Wheat,35,5.9,474,27,Rice
Wheat,14,7.1,1416,22,Rice
Barley,35,5.5,1306,30,Wheat
Maize,49,6.0,946,24,Soybean
Millet,20,6.1,727,34,Cotton
Potato,12,7.4,637,27,Wheat
Potato,13,5.8,582,27,Wheat
Rice,41,6.6,757,31,Maize
Tomato,44,5.9,539,29,Rice
Soybean,11,6.1,661,21,Barley
Tomato,29,5.5,1176,30,Rice
Soybean,19,7.0,1159,20,Barley
Millet,43,7.5,507,24,Cotton
Potato,15,6.1,809,30,Wheat
Cotton,45,7.1,932,17,Tomato
Soybean,33,5.8,1016,20,Barley
Maize,50,5.5,614,25,Soybean
Cotton,23,6.0,1119,15,Tomato
Sugarcane,41,7.2,1165,32,Potato
Tomato,33,6.7,1268,23,Rice
Soybean,15,6.4,781,16,Barley
Soybean,33,6.3,1203,28,Barley
Sugarcane,28,6.3,1218,24,Potato
Millet,23,5.5,948,17,Cotton
Potato,28,6.2,873,30,Wheat
Sugarcane,31,7.4,552,20,Potato
Maize,31,5.7,792,16,Soybean
Potato,14,5.9,376,33,Wheat
Sugarcane,12,6.0,713,34,Potato
Wheat,27,6.2,514,18,Rice
Millet,38,6.7,783,24,Cotton
Cotton,48,5.9,1485,24,Tomato
Sugarcane,48,5.6,968,31,Potato
Maize,23,7.0,1395,18,Soybean
Barley,18,5.6,842,31,Wheat
Wheat,26,5.9,1403,28,Rice
Sugarcane,48,6.2,491,15,Potato
Cotton,13,6.6,541,22,Tomato
Soybean,44,5.8,1409,28,Barley
Soybean,49,6.3,486,32,Barley
Rice,35,6.5,865,29,Maize
Rice,34,5.8,1125,18,Maize
Millet,24,6.0,1370,24,Cotton
Wheat,26,6.1,1003,20,Rice
Maize,29,6.3,1317,19,Soybean
Millet,22,5.9,811,20,Cotton
Sugarcane,40,5.5,1124,26,Potato
Potato,10,6.6,1383,20,Wheat
Maize,21,6.9,900,25,Soybean
Maize,23,7.3,949,28,Soybean
Cotton,12,7.0,371,32,Tomato
Sugarcane,30,7.2,778,20,Potato
Cotton,25,5.6,729,27,Tomato
Tomato,15,5.7,805,18,Rice
Potato,38,5.9,1107,30,Wheat
Cotton,23,6.8,1352,17,Tomato
Sugarcane,18,6.7,1412,19,Potato
Soybean,32,5.7,863,33,Barley
Barley,38,5.5,1195,34,Wheat
Maize,45,6.6,1327,29,Soybean
Soybean,22,6.9,395,32,Barley
Millet,44,5.8,342,19,Cotton
Potato,40,6.0,1360,17,Wheat
Barley,32,5.7,1498,28,Wheat
Millet,22,6.0,715,15,Cotton
Potato,34,6.2,873,28,Wheat
Cotton,35,7.0,967,27,Tomato
Barley,12,6.6,1211,24,Wheat
Soybean,35,6.6,318,16,Barley
Sugarcane,45,6.1,1047,15,Potato
Rice,48,7.1,810,16,Maize
Maize,19,6.1,1096,25,Soybean
Tomato,24,5.5,820,20,Rice
Rice,27,6.2,1382,22,Maize
Maize,24,6.5,530,32,Soybean
Cotton,34,7.2,496,29,Tomato
Millet,18,5.9,974,26,Cotton
Wheat,12,6.1,526,33,Rice
Tomato,13,7.1,1283,19,Rice
Millet,31,5.5,373,22,Cotton
Soybean,44,6.2,1482,31,Barley
Sugarcane,13,6.0,1375,31,Potato
Tomato,43,7.3,965,28,Rice
Rice,27,5.9,1154,24,Maize
Rice,42,6.9,1467,18,Maize
Tomato,35,6.1,1319,19,Rice
